Content,Section
"It has been a summer of painstaking preparations for headteachers charged with drawing up plans covering everything from new behavioural rules to “Covid-secure” measures before millions of pupils in England return to the classroom full-time next week. Many schools will look different, with spray-painted stencils marking out 2-metre distancing outside, duct tape arrows signalling one-way systems in corridors, forward-facing furniture and desks with clip-on screens so teachers can get closer to younger pupils. What else does the new normal involve for schoolchildren? Many schools will stagger arrival and leaving times and lunchtimes to reduce crowding, resulting in shorter days for some and longer days for others. One mother of three said her four-year-old would have 90 minutes less school time a day.  School populations and building sizes are also constraining the use of the bubbles designed to restrict Covid-19 outbreaks. Instead of keeping small groups separate so a limited number of children have to self-isolate in the event of an outbreak, bubbles may be hundreds-strong.  At Exeter Road community primary school in Devon, which has around 200 children in its main building and 30 to 50 on a nursery roll, building work has put a third of space available out of action. “If you were going to have pure bubbles then surely each one would have toilet facilities of its own, so we are going to have four fairly large bubbles as a result and we’ll be trying to keep them separate, with staggered entry times,” said the headteacher, Paul Gosling. The education secretary, Gavin Williamson, implied this week that parents should avoid lingering at school gates, saying they should drop their children off and “get on with the tasks of the day”. With some canteens off-limits and plans for some classes to eat lunch in the rooms they will be spending much or all of the day in, some schools will use apps to enable children to order their meals. Among schools trialling the app is Hampton High in the London borough of Richmond upon Thames, where the headteacher, Rebecca Poole, says enormous changes have been made. “We’ll be operating a food delivery service from the canteen as we can’t have large numbers of children eating together at the moment, and that’s where the app from our catering company comes in,” she said. Payment would normally be made via fingerprint recognition, but this has been replaced by lanyards. Schools such as Birchwood High in Bishop’s Stortford, Hertfordshire, have installed outdoor decking under a shelter so that children can eat outside. The principal, Chris Ingate, said: “We have a big indoor cafeteria, but we wanted to make provision for eating outside. It’ll be a bit like going to Costa, you’ll go in and then out, but we’ll have to see how things are in the winter months.” Headteachers pause or take a deep breath when asked the million-dollar question: are you clear on what you’re supposed to do in the event of an outbreak? “It’s not entirely clear what will happen if there is an outbreak, but it’s not for want of trying,” said Ruth Davies, the head of Waunarlwydd primary in Swansea and the national president of the National Association of Head Teachers (NAHT). Schools have procedures in place for what to do immediately in terms of the isolation of pupils or staff, but whether an entire school or just a bubble would be sent home remains to be seen. Poole said: “Once we’ve isolated the person, made the phone call home and recommended they get tested, it’s somewhat unclear. My view is that test and trace will pick it up and we’ll be advised, but all I can say is that we’ll just have to deploy our professional judgment.” Plans are being made at her school for teachers quarantined at home to stream lessons into the classroom if needs be. With confidence in the government’s track-and-trace scheme at a low ebb, some schools have drawn up rudimentary forms to detail who shared rooms with whom. They include High Tunstall College of Science in Hartlepool, where the head, Mark Trilling said: “I think in reality if someone does come down then in our case the entire bubble of 30 would go into self-isolation. It is a bit confusing and there is no real guidance, but we would draw on our own professional judgment and take advice from the local authority.” Only 7% of school leaders were confident in the government’s test-and-trace scheme, according to an NAHT poll of nearly 4,000 school leaders. Only 18% were confident in the arrangements for a lockdown in their area. Poole and other school leaders say no one can tell when schools might be able to start thinking about relaxing some measures, but she predicts it won’t be for another nine months. “There’s a bit of concern about timetabling, but we will stick with what we’re doing because what children and parents need is clarity,” she said. “We won’t change anything until at least January, and I think we will have to go until at least March.” Davies voiced concerns about staffing, and said the coming six months could be hardest as winter takes its toll. “As soon as we have any semblance of a symptom then that person will be off, and if one or more members of staff go then there will be pressure. A steady stream of supply teachers just won’t be available.” Gosling said he feared a chaotic autumn term with teachers and pupils being sent home in large numbers and a lack of political leadership. Ingate said his main concerns were students who had fallen behind over the last few months, particularly those from disadvantaged backgrounds, as well as the “whole unpredictability” of Covid-19 and the potential for a second wave. “What happens? We’d take would advice from our local authority and health bodies, but I have an instinct that it would probably play out in terms of an increased incident rate in the area rather than the school being the centre. If rates went up, we’d see it,” he said.",education
"Scenes of overflowing lecture halls, with impassioned professors inspiring students, are a staple of any university-based drama. But for many students choosing the institution where they want to study in September 2021, they may be a thing of the past. Following the coronavirus pandemic, from September lecture theatres are more likely to be used as spaces where socially distanced seminars can be held. Increasingly, lectures – or at least the content contained within them – are being moved online. Some students are worried about the number of contact hours – a loose term referring to the amount of time spent with tutors through lectures, seminars and tutorials – they will get this year, while students looking ahead to September 2021 could be forgiven for feeling apprehensive. “When students go back, teaching and learning will undoubtedly be different,” says Allison Littlejohn, director of University College London’s knowledge lab. “There will definitely be less face-to-face teaching in the next semester, and more blended learning.” A Times Higher Education snapshot survey found this year that most institutions were hoping to offer a mixture of face-to-face and online teaching. Asked if she thinks the class of 2020-21 will experience the same scenario, Littlejohn pauses. “The truth is, I don’t know,” she says. “If universities find that students like a mix of methods, they may switch to having more online learning. I do think there will be more online and blended learning going forward.” But it could mean that the students of 2021-22 can expect – in some ways – a much richer experience. According to Littlejohn, a good blended course will include a clear structure, access to resources such as short videos and – most importantly – activities to help students learn specific concepts and test understanding. According to the Higher Education Policy Institute’s (Hepi) 2020 survey of student experiences, the contact hours students can expect varies significantly from course to course. Veterinary students see the highest number of hours, and communications and media students the fewest. But despite strikes and the pandemic, this year students still reported more timetabled contact hours, in smaller class sizes. Many students have already seen much of their learning move online, but that hasn’t necessarily led to a reduction in contact hours. Katie Adamson, a 19-year-old second-year law student, was among the Cambridge student body that learned all lectures would be online until at least summer 2021. Having the lecture content readily available before supervised group work has proved useful, and it’s not the only bonus, Adamson says. “We get to stay in bed longer and not risk missing our lectures because of it,” she jokes. She has been told to expect the same contact hours when she returns, and while lectures will be online, “supervisions” – or classes – will continue in small, socially distanced groups. “I’m really grateful for that,” she says. “The most important part of our academic experience will continue as much as possible.” Real interaction, as long as it’s safe, is crucial to good learning, says Littlejohn. “There has to be the opportunity to forge connections,” she explains. “Going for coffee with friends after a lecture is often as informative as the lecture. Not only do you learn about the subject, but you learn to be with people who are quite different to those you knew before.” Online learning portals can also use learning analytics to track whether students are keeping up, while predictive modelling can flag if a student is likely to drop out and alert tutors that they may need to provide more support. “Academically, it can be very difficult for students to be noticed in large settings. In a lecture hall with hundreds of others, it’s impossible really to know if they are understanding,” says Littlejohn. Imogen Dear, a second-year criminology and sociology student at the University of Surrey, has been told to expect eight to nine hours of lectures and seminars per week with bite-size videos, key reading and activities. “Our lecturers will be able to see if we’re viewing the videos, reading and activities, and I presume if we’re not taking part in online learning, we’ll have a one-to-one meeting with our personal tutor,” she says. “I’m not worried about the blended learning, or them tracking my work – it actually motivates me.” According to Helen Higson, provost and deputy vice-chancellor at Aston University, students would do better to focus on quality of contact, rather than quantity. “Lots of research shows that it isn’t contact hours but class size that makes the difference,” she says. In 2015 the government lifted a cap on university places in England, allowing institutions to recruit as many students as they wanted, which in some instances led to large class sizes and “a more passive learning experience”. “Universities have had a bad press over the past few years, and in a way justifiably, because we didn’t look at our core purpose,” she says. “Our core purpose is transforming lives, and we’ve been forced to do that.” But will 2020-21 students be at a disadvantage if, as some experts warn, too many students defer their university place this year? Overcrowding is already a problem in some places: earlier this year students at prestigious universities were being turned away from lectures and told to watch classes online or in overflow rooms. Rachel Hewitt, director of policy and advocacy at Hepi, thinks those fears are largely unfounded. A demographic dip means there are fewer 18-year-olds this year fighting for places, with numbers only expected to return to pre-2016 levels after the 2020-21 cohort. The uncertainty of coronavirus may make this September’s students think twice about postponing, she says. “When there are no options for travelling and less part-time work available, it may be we don’t see such high numbers taking a year out.” She advises would-be students to look beyond contact hours and class sizes and find out about support structures, availability of tutors, information about how prospective universities will support students into a job, and employability data. “Students really have to look at the bigger picture,” she says. There could be benefits from the coronavirus pandemic for the 2021 intake, too. The rapid changes have forced universities to be creative, and overhaul their online offerings, says Ian Dunn, provost of Coventry University. “I see it as a huge opportunity to do things differently,” he says. At Coventry, academics work hand-in-hand with learning designers to “create a story and bring a richness of resources” to online courses, almost turning learning into a game, he adds. “It’s not a set of powerpoint slides, or someone doing an hour’s lecture into a video camera. Good online resources might include an introductory two-minute video, then maybe links to resources, maybe a quiz.” Eva Terziyski, a second-year history and Russian student at the University of Bristol, says her key advice to newbies is not to fixate on what the university provides, but to make sure you are mentally prepared to self-motivate. “It’s not like school, where you’re going to get shouted at if you miss a class,” she says. “You’re paying to be there, so really your success is your responsibility.”",education
"It is the latest in a long line of government U-turns in recent months, but how will Downing Street’s policy shift on face masks affect children going back to schools in England next month? After a cabinet minister claimed on Tuesday morning that the policy was not under review, the government revised its guidance on face coverings for staff and children in secondary schools in England. In areas of the country with high levels of Covid-19, defined as “areas of national government intervention”, such as lockdown areas including Greater Manchester, children in year 7 and above and adults are being advised to wear face coverings in schools “when moving around, such as in corridors and communal areas where social distancing is difficult”. The guidance states “it will not usually be necessary” to wear masks in classrooms, where protective measures mean the risks are lower. The new policy falls under the category of guidance rather than “mandatory activity”, the government says. It adds that “any legal exemptions that apply to the wearing of face coverings in shops and on public transport also apply to this new advice”. Asked what would happen to anyone who does not follow the guidance on masks, a Department for Education spokesman said: “The wellbeing of all children, young people and staff should be the central focus when preparing for the reopening of schools at a local level. No one should be excluded from education on the grounds that they are not wearing a face covering. As would be usual, if there are any concerns about a child or young person behaving or acting in a way which doesn’t align with school policy or procedure, their behaviour or actions should be discussed with them to resolve those concerns.” The government is not saying face coverings are necessary in secondary schools outside of local lockdown areas, but says it is giving heads discretion over whether to apply the guidance. “Schools and colleges will have the discretion to require face coverings in communal areas where social distancing cannot be safely managed, if they believe that it is right in their particular circumstances,” the guidance states. It gives examples of why school leaders might decide to recommend face coverings for pupils and staff, such as because the layout of the school makes social distancing difficult. On Monday the deputy chief medical officer for England, Dr Jenny Harries, said the evidence on whether or not children over 12 should wear masks in schools was “not strong”. However, the new guidance references the World Health Organization’s updated position – also endorsed by Unicef, the UN children’s agency – on 21 August which said: “Children aged 12 and over should wear a mask under the same conditions as adults, in particular when they cannot guarantee at least a 1-metre distance from others and there is widespread transmission in the area.” The government had also come under pressure from unions including the Association of School and College Leaders (ASCL), which represents more than 19,000 senior staff, over the issue. Downing Street’s policy shift was announced hours after Scotland’s education secretary said on Tuesday that all Scottish secondary school pupils over the age of 12 should wear face coverings in communal areas including corridors from Monday. On dedicated school transport, all children aged five and over should cover their faces, the Scottish government also said. Northern Ireland has said it is making a similar move. On Wednesday, following a review, the Welsh government announced it was recommending face masks be worn in schools by those aged over 11 in areas where social distancing cannot be maintained, as well as on school buses. Not quite. The government’s latest policy about-turn has prompted criticism from its own backbenches, with the senior Tory MP Huw Merriman urging Downing Street to “get a grip”. In a stinging attack, he told the BBC on Wednesday: “The worry is that if we’re saying it’s unsafe in the corridors, the next thing it’ll be unsafe in the classroom, and that will really prove an impediment on people’s learning. And, quite frankly, as a Conservative MP that came into politics to try to help people’s life chances through school, I am sick and tired of the way that we are treating our young people. I feel it’s an absolute disgrace and I really feel the government needs to get a grip and just be certain, get on with it and inspire confidence rather than just completely changing its mind.”",education
"More than 300,000 students in England will be required to wear face coverings when schools reopen next week – although thousands of pupils could be told within days that they are no longer mandatory. There was confusion among MPs after Gavin Williamson, the education secretary, announced in an 11th-hour U-turn that secondary school pupils in lockdown areas would be required to wear face masks in communal spaces from next week. The government was also accused on Wednesday of providing “completely inadequate” support to schools in England after it emerged that they would receive just 10 Covid testing kits each before the start of term next week. The kits were part of the government’s attempts to reassure anxious parents and staff but were immediately criticised by teaching unions. The rule requiring face masks applies to about 330,000 pupils at more than 300 secondary schools in Greater Manchester, parts of Lancashire, West Yorkshire and Leicester. However, some areas including Stockport are expected to have restrictions eased within days, meaning the mandatory face mask rule would no longer apply. There are nearly 15,000 pupils in the town’s 14 state-funded secondary schools. The UK health secretary, Matt Hancock, will announce which areas can be removed from the restrictions after his weekly “gold command” meeting with the chief medical officer for England, Prof Chris Whitty, and the Joint Biosecurity Centre on Thursday. Decisions taken at this meeting are usually announced on Friday, which would leave only one working day before most schools reopen on Tuesday. Andy Burnham, the mayor of Greater Manchester, said he would write to Hancock on Wednesday to ask for Stockport and Bolton to be removed from the restrictions after a consistent drop in the infection rate in the towns. The Labour MP Lucy Powell said: “Speaking as the MP for Manchester Central, urgent clarity is needed from the government about which areas the face mask rules cover because headteachers and parents need this clarification.” Stockport has the lowest infection rate in Greater Manchester. Nav Mishra, Labour MP for Stockport, said he was “cautious but not against” the restrictions being lifted but was concerned that the infection rate would rise when schools return next week. On face masks, he added: “The level of ambiguity and lack of information [from central government] is just not acceptable.” The leader of Bolton council has also called for the town to be removed from the restrictions after its infection rate fell to 12.9 cases per 100,000 people, the lowest level for a month. More than 19,000 secondary school pupils will be required to wear a face covering when schools return next week but that could change within days if restrictions are lifted. William Wragg, the Conservative MP for Hazel Grove in Stockport, said there was cross-party consensus in Stockport that the borough should be freed from lockdown restrictions. He accepted there would be issues with cross-border confusion, with Stockport bordering Manchester and Tameside – where leaders accept that rates remain too high to lift the restrictions. “Obviously the restrictions apply to where you are a resident as opposed to where you are going. There is no perfect system, it is always going to be possible to take issue with any aspect of it,” he said. If Stockport comes out of lockdown, Wragg said it “would be up to the discretion of the headteachers” at the town’s schools how to deal with masks. Some Stockport schools have children from Manchester and Tameside. “It’s very difficult to issue guidance for every individual scenario,” he said. Andrew Gwynne, the Labour MP for Denton and Reddish, whose constituency straddles Stockport and Tameside, said: “I have a concern that half of my constituency is in one borough, half is in the other. There is a seamless continuation of urbanisation between the two.” One street, Thornley Lane North, is in three boroughs, said Gwynne, and it was “bonkers” that people living in the Stockport section would have more freedom than other residents, he said. ",education
"The educationist Sir Ken Robinson, proponent of the encouragement of creativity among children, who has died aged 70 of cancer, was largely ignored by politicians of both main parties as he insisted that the policy of successive UK governments, that literacy and numeracy should predominate, was a false priority. As he told interviewers: “That’s like saying let’s make the cake and if it’s all right we’ll put the eggs in.” Reputedly one lesson can change the course of a pupil’s career – Robinson became an exemplar of the much rarer idea that one speech can change a teacher’s whole trajectory. It was an off-the-cuff, 19-minute address without notes entitled Do Schools Kill Creativity? at a TED (technology, entertainment and design) educational conference in California in 2006 that propelled him to something approaching worldwide celebrity within and beyond education. His wry and witty extempore style, honed in Liverpool, was characteristically engaging. Subsequently posted on YouTube, the talk has reputedly been viewed by 380 million people in 160 countries and has influenced schools around the world. In that speech, and at other less noticed conferences and less well attended seminars over many years, Robinson argued that children do not grow into artistic creativity but are educated out of it by school systems that prioritise academic achievement and conformity instead of liberating imagination and initiative. He told the audience in 2006: “I believe our only hope for the future is to adopt a new concept of human ecology, one in which we start to reconstitute our conception of the richness of human capacity. Our education system has mined our minds in the way we strip-mined the earth for a particular commodity. We have to rethink the fundamental principles in which we are educating our children.” Understandably, this was much more enticing to the education profession than it was to government ministers, but it was based not on a single speech but Robinson’s whole career in academic education, which culminated in a professorship at Warwick University (1989-2001), before he became a senior adviser to the J Paul Getty Trust in Los Angeles. If the argument was that individual creativity was stifled by the system, it was less easy to discern how that might be recreated within a state education with its emphasis on attainment targets and examination results. The Blair government at least invited him to chair an inquiry in 1997, which produced a report, All Our Futures, but then largely ignored it; while Michael Gove as education secretary and his special adviser Dominic Cummings chose snide derision to dismiss the establishment “blob” of which they felt he was clearly a part. Robinson himself said in an interview with the Independent in 2018: “If I didn’t piss somebody off I’d probably be doing something wrong, but I don’t set out to do it.” He told Kirsty Young on Desert Island Discs in 2013 that schools should have discretion to develop creativity: “Don’t treat children as the same or over-programme them, they find their talents by trying things out.”  But Robinson admitted on the programme that he had benefited from an academic education system and insisted he was not opposed to a national curriculum, but just wanted one with different priorities and parity of esteem between core subjects and artistic ones such as dance. The fifth of seven children of Ethel (nee Allen) and James Robinson, he was born in an impoverished household in Liverpool, close to Everton’s Goodison Park football ground. His father worked at various jobs, including running a pub and as a docker, and was left paraplegic after his back was broken in a dockside accident when Ken was nine. He himself spent eight months in hospital after being diagnosed with polio at the age of four, thereafter walking with a limp, ending any chance of playing for the local club, though his brother Neil did so. Instead, Robinson’s parents encouraged him academically. He was initially educated at a special school for children with disabilities but passed the 11-plus and attended Liverpool Collegiate school, proceeding to study for a Bachelor of Education degree at Bretton Hall College, west Yorkshire, founded by the educationist Alec Clegg, which specialised in the arts. It had a formative effect on his career and he went on to complete a doctorate in drama and theatre in education at London University. His subsequent career focused on the arts in education, working on a schools’ council project which became his first book, Learning Through Drama (1977), and running courses for teachers. In the early 1980s he was lead researcher and author of the Arts in Schools project for the Calouste Gulbenkian Foundation and after that became the director of the Arts in Schools project, which in turn helped to shape the national curriculum after the 1988 Baker Act. He founded and chaired Artswork, the national youth arts development agency and founded and co-edited Arts Express magazine, before joining the staff at Warwick. The invitation to join the Getty Trust in California came in early January 2001: “It was cold and wet – what would you do? We went as fast as we could.” Robinson was the author of several more books, including Out of Our Minds: Learning to Be Creative (2001), Finding Your Element (2014) and Creative Schools (2015). He was knighted in 2003. Robinson’s success at the TED conference, where he spoke three times over a number of years, propelled him into a different financial and celebrity league. His friend and agent Brendan Barns said: “What really set Ken apart from other speakers and educationists was his ability instantly to create rapport with his audiences. He made everyone feel he was talking to them personally.” Robinson met Marie-Therese Watts, known as Terry, while giving a course in Liverpool in 1977. They married in 1982 and had two children, James and Kate. The couple returned to live in London last year to be near Kate and her baby daughter, Adeline. Terry and their children survive him.",education
"Covid-19 infections and outbreaks were “uncommon” in English schools after they reopened in June, according to a Public Health England report. A study released by the health agency on Sunday found there were 67 individual cases, four “co-primary” cases and 30 outbreaks of Covid-19 in schools during June. Co-primary cases were defined as two or more confirmed cases with a common epidemiological link diagnosed at the same time, while outbreaks were defined as two or more epidemiologically linked cases where subsequent cases were diagnosed within 14 days. The 67 single cases were made up of 30 students and 37 staff. A total of 121 cases were linked to the outbreaks – 30 in children and 91 in staff. More than a million children attended school in the month. No children were admitted to hospital. One teacher was admitted to intensive care for respiratory support. Over the same period, 25,470 cases were recorded in England overall, PHE said. Its report said: “Staff members need to be more vigilant for exposure outside the school setting to protect themselves, their families and the educational settings.” It said there was a strong correlation between the regional incidence of Covid-19 and the number of outbreaks in educational settings, which “emphasises the importance of controlling community transmission”. The potential for spread means school closures may be necessary as part of lockdown in regions with increasing community transmission, but these “should probably be considered only in extremis”, it added. The analysis, conducted by researchers from St George’s University and the London School of Hygiene and Tropical Medicine, found children were more likely to acquire the virus at home rather than at school. “What we found essentially was that there was a very low risk [of transmission] among children and staff at the time,” Dr Shamez Ladhani, one of the report’s authors, told Sky News. “But you have to understand that these were circumstances where we had just come out of the lockdown and there were very small school numbers that were open at the time with very small classes.” He said most children who got Covid got it at home, often from parents who were key workers, and “most of the infection and transmission in schools is driven by staff”. The UK’s chief medical officers have said children are more at risk of long-term harm if they do not attend school than if they return to the classroom despite coronavirus. In a joint statement, the advisers said children had an “exceptionally low risk of dying” from Covid-19.",education
"Unions have reacted angrily to claims that coronavirus is more likely to be spread by teachers than pupils, warning that everyone has a responsibility to try to avoid bringing Covid-19 into school and transmitting it to others. It follows a report by Public Health England (PHE) which found that though Covid-19 outbreaks were “uncommon” in English schools after they reopened in June, the virus was more likely to be spread by staff than pupils. While children rarely suffer seriously from the effects of Covid, there has been considerable focus on how much they spread the virus. The majority of cases identified in the report, however, were linked to outbreaks among staff, who were warned to be “more vigilant” regarding exposure outside school. Responding to the report, Patrick Roach, the general secretary of the NASUWT teachers’ union, said: “Everyone in school, whether staff member or pupil, has a responsibility and important role to play in ensuring they follow the mitigation measures and do all they can to avoid bringing Covid into the school or to transmitting it to others.” He went on: “It is essential that appropriate measures are in place to minimise the risk of Covid-19 being transmitted between children, young people and between adults in schools. Effective social distancing measures, cleaning, infection control measures and good hygiene practices are essential in reducing the risks. “As with any workplace, school employers must also focus their attention on the controls needed to minimise the virus being spread amongst staff.” Roach also said that some staff were still waiting to be told about safety arrangements for their return to school next week. “Whilst staff should be fully consulted and informed about the risk control measures that should be in place, there are many schools that have not yet confirmed what arrangements will be in place for next week.” The news came as teachers in Northern Ireland registered their discomfort at the prospect of returning to school, with three-quarters of those who responded to a union survey saying that they did not believe it was safe to do so. With schools in Northern Ireland beginning to return on Monday, 77% of NASUWT respondents said that they did not feel their school was ready. A further 61% said they had not been consulted by their school or college. During the pandemic health workers have been hailed as heroes but teachers have attracted criticism from some parts of the media. Mary Bousted, the joint general secretary of the National Education Union, paid tribute to teachers’ professionalism. “We are asking teachers to do something really unique which is to go in to schools where social distancing is very difficult and to spend hours a day with hundreds of children. “The fact that the vast majority of teachers want to go back shows their dedication and professionalism. It’s very easy for government or PHE to undermine the profession either directly or by insinuation, but this is the worst time to do it.” The NEU said schools and colleges were doing all they could to ensure buildings were as Covid secure as possible, but the union was concerned there was still no plan B in the even of further outbreaks and the test and trace system was not sufficiently reliable.",education
"For Christian Jones, who has just finished a master’s in broadcast journalism at City University of London, the rapid shift to online learning due to Covid-19 came as a bit of a shock. “I spent the first week not setting alarms,” he says. “It’s easy to end up going to bed late and waking up really late. Then you don’t get anything done.” Students in the UK have been prevented from entering lecture theatres since late March, and so have had to quickly adjust to studying online. According to the latest government guidance, students in England could be confined to their halls of residence in the new term, so it’s expected that blended learning – a mix of online and face-to-face teaching – will continue.  “Universities will do as much as possible on campus, however the reality is that most large-scale group teaching and learning activities are going to happen online,” Neil Morris, dean of digital education at the University of Leeds, says. “Students need to be prepared for that.” But there’s no need to panic, according to Dr Damon Miller from the Open University. “Generally people are nervous at the beginning, but don’t worry – you won’t be left to it on your own.” Before you get going, you’ll want to consider the equipment you’ll need. It’ll help to have a laptop with a decent screen or stand. Check whether you can get a student discount, and whether your university offers a laptop loan service. Next, set out a study space so you can work without distractions. “Make sure your work area is not your recreation area,” says Matt Huxley, a lecturer at Staffordshire University London. “It might just be going to sit in the kitchen or on the sofa, but it’s about the psychological impact [of having a separate space].” This also helps limit distractions “so you’re not watching TV as well as studying”, adds Huxley. If your university puts on digital skills workshops, Morris recommends that you attend them. “I would strongly advise students to engage really thoughtfully with the IT induction that’s being offered and with the digital skills training,” he says. Once you’ve got the basics down, ensure you have the right online etiquette. “That’s being aware of your surroundings and how you present yourself virtually,” Huxley explains. Make sure your microphone is muted and that you’re not sitting with the window behind you so other people can’t see you. “You should also wear clothes,” Huxley says. “You’d be surprised, I’ve seen people in bed without their T-shirts on before.” The usual study techniques still apply. It’s good to consider what type of learner you are – perhaps you’re a visual learner and should make use of any extra reading materials given out. Or maybe you’re an inquisitive learner and like to ask questions, in which case you can use tutorial time for further discussion. It’s also good to keep a pen and paper with you and note down any questions that come up, Huxley says. Students like Jones say one of the main things they’ve learned is the importance of keeping to a structure. “If you have a scheduled lecture on Zoom, it’s good to do it in that slot,” says Maisie Marston, who has just graduated from a politics degree at Cardiff University. “Then you keep to a structure and can ask questions, which makes it feel more like you’re at uni.” Studying can be tiring, whether it’s online or in person, so don’t try and fit too much in. “The main thing is to plan your time and take breaks,” Miller says. Marston agrees. “It’s worthwhile to grab a coffee or sit outside, to have a change of scenery,” she says. Online learning doesn’t have to be anti-social. For example, you could study alongside people you live with. Marston says studying with her girlfriend helped to keep her motivated. “It’s nice to study with someone else, so you can stay focused and make lots of tea for each other,” she says. You can also meet new people and connect online, Miller says. “Social media is a good way of keeping in touch. Even if you’re sitting alone on your laptop, you are not alone, there’s a massive support network there,” he says. If you’re struggling, ask for help and your university should support you. “Things go wrong, computers crash, people get ill. What [students] shouldn’t do is shy away and hide and not contact the university. That’s the worst thing they can do,” says Miller. “We’ve got a dedicated student support team, so ask for help.”",education
"A-level students who were downgraded by the controversial government algorithm are relieved after universities confirmed their places for this year. “I could not believe what I had read,” said Leah Glenday, of the message she received on Friday confirming her place at Girton College, Cambridge, after the anxiety of a week believing her dreams had been dashed. The first pupil from her school to be offered a place at Cambridge, and said to be the first looked-after child from the London borough of Haringey to receive an Oxbridge offer, Glenday said she was still in a dreamlike state and had not processed the fact she would form part of Girton’s class of 2020. “I ran over to my foster mum and started crying,” she said, remembering the moment she received the email confirming her place. “I couldn’t stop crying or talk, so I just showed her the phone. I had accepted the fact I wasn’t going there. That’s why I just cried because I had nothing else to say.” Glenday said she would not believe what had happened until she was at Cambridge on her first day. She hoped her story could serve as inspiration to other fostered children. “Children who have gone through a challenging upbringing can see themselves as unlucky, but they need to realise it can serve to their advantage,” she said. “It initiates your driving passion to pursue a certain cause and sticks us out from the crowd.” Glenday has plans to become a family law barrister, after her foster parents had to go to court to ensure her younger siblings could join Glenday and her sister in their home. She said: “During my GCSEs, when I found out I had a little brother and sister who were going to be adopted and I couldn’t ever see them, I was traumatised. “My foster parents went to court to bring them into my placement. If it wasn’t for the barrister saying I should write letters for her to read out in court, my family might not have been able to come together. So I just want to give back and help keep other families together.” Despite Gavin Williamson’s U-turn on Monday, thousands of children’s futures remain in the balance as universities – who had already allocated places on the basis of the grades calculated with the algorithm – assess whether they have extra space. Despite the joy of Glenday and others, some have been forced to defer for a year, while the status of some remains unknown. For Nina Bunting-Mitcham, who attended a state college in Peterborough, and received DDD under the now-ditched system despite scoring As and Bs in her mock exams, the past week was traumatising but ended in huge relief after the Royal Veterinary College accepted her to study veterinary medicine after the government’s volte-face. “I tried not to lose hope but it was hard,” she said. “Veterinary medicine was the only thing I wanted to do in life. I love animals more than people, to be honest.” Bunting-Mitcham, 18, told the schools minister, Nick Gibb, on live radio last Friday that he had ruined her life and, despite the change in policy – which came after he had spoken to teachers at her school about the algorithmic disparity – she remains bruised by the affair. “No government should put people through that trauma, it’s affected thousands of students’ confidence and self-belief,” she said. “I don’t think anybody in this age range will be voting for them after this. They’ve shown their incompetence once and for all.” It remains unclear whether she must undertake a foundation year before her five-year course.",education
"My father, Chris Rice, who has died aged 80 of amyloidosis, was an inspiring lecturer in human resource management at Nottingham Trent University for almost 30 years. Born in Bristol, Chris was the only child of Norman Rice, a clerk, and his wife, Doris (nee Maunder), who later worked in the box office at Bristol Hippodrome. After passing the 11-plus, Chris went to Bristol grammar school, then Southampton University, where he studied engineering and enjoyed playing rugby and jazz. There, he met Maureen Bishop, who later became a social worker, and they married in 1963. After finishing his course, Chris changed direction to train in human resources at Glasgow School of Management Studies (1962-63). He then worked as a personnel manager at Salters, West Bromwich, and at the Oxford University Press paper mill. Deciding to apply for a lecturing post at Trent Polytechnic (now Nottingham Trent University) in 1970, without formal teaching qualifications, was a brave move, but it paid off. In teaching, Chris found his vocation. He was a committed, approachable and engaging lecturer, whose smile lit up the room. He enjoyed taking the floor and making students laugh with his genuinely funny stories. He often taught mature, part-time students on release from their day jobs looking to gain the professional qualifications needed to move ahead with their careers. As a teenager, I distinctly remember ex-students recognising Chris when we were out as a family in Nottingham. They would rush up with joy and excitement, shake his hand and embrace him. It was clear what a difference he made to people’s lives. He gained an MPhil from the University of Nottingham in 1980 and wrote a valuable textbook, Consumer Behaviour – Behavioural Aspects of Marketing (1993, republished in 1997 as Understanding Customers) – but students were always at the heart of his work. A great enthusiast, Chris had many passions – he loved music, especially jazz and classical, and was an amazing cook who spent hours in the kitchen. He walked the Pennine Way with my sister, Emma, and I as teenagers, ran the London marathon and enjoyed watching sport. He had fun travelling with Maureen and loved Italy best of all. He was warm, funny and sociable. In 1999, Chris retired from his senior lecturer post and after a few years my parents moved to Kenilworth, Warwickshire. Living near to us gave them more time with their beloved granddaughters. Chris followed my sister, Emma’s career from actor to theatre director with great pride. Chris is survived by Maureen, Emma and me, and by three granddaughters.",education
