Content,Section
"Steep discounting by clothing retailers pushed down UK inflation in November as the second national coronavirus lockdown in England and tough restrictions across the country kept consumers away from the high street. The Office for National Statistics (ONS) said the consumer prices index fell to 0.3% in November from 0.7% a month earlier. City economists had forecast an inflation rate of 0.6% Retailers are under renewed pressure as the rapid growth in infections discourages consumers from heading to the shops and amid fresh restrictions imposed in England, alongside tough measures in Scotland, Northern Ireland and Wales. Consumers increased their spending during England’s four-week lockdown, but did so online, according to figures from the British Retail Consortium. The ONS said clothes prices would usually go up in November in the run-up to Christmas. However, the pandemic has drastically altered usual spending trends and the British economy has been struggling to escape the deepest recession for more than 300 years. Falling food and drink prices also dragged down the inflation rate by the most since 2017, driven by goods such as vegetables and confectionery. These were partially offset by rising prices for games, toys and hobbies. The drop in inflation comes as the second national lockdown in England forced the closure of many non-essential shops, making it harder for retailers to sell clothing at normal prices. Analysts said the extension of Black Friday discounts by some retailers for the whole month of November – in a bid to boost consumer spending during lockdown – also influenced the drop in inflation. In additional to steep discounts, reminiscent of the first lockdown in March and April, analysts said the failure of several big high street clothing chains in recent weeks may have also contributed to falling prices, as companies liquidate their stocks. Economists said inflation was likely to remain below the 2% target set for the Bank of England’s interest rate setting committee, as higher levels of unemployment and tough coronavirus restrictions drag down demand for goods and services. However, Threadneedle Street is not expected to inject further stimulus into the economy when its monetary policy committee (MPC) next sets interest rates on Thursday, after pumping an extra £150bn into its quantitative easing bond-buying programme last month. Despite the weak economic recovery weighing on inflation, analysts said a disruptive Brexit at the end of the month could lead to a fall in the pound and chaos at the ports, which would drive up the cost of imported goods – fuelling a rise in inflation. Yael Selfin, the chief economist at KPMG UK, said: “Early discounting in clothing and footwear lowered inflation, as retailers cut prices to try to boost consumer spend. Working from home has changed people’s needs and households exercised more caution, reining in some non-essential spending in November. “Despite the weak economic background, inflation could accelerate in coming months, with border frictions as a result of Brexit causing some prices to rise more than usual.”",business
"Royal Mail has ended a two-year dispute with workers in a settlement that gives staff an above-inflation pay rise and enables the company to transition to a parcels-led business to cash in on the online shopping boom. The Communications Workers Union (CWU) hailed the “landmark” deal, which it said was an “excellent agreement” for postal workers which offered job security, a reduction in work hours and a pay rise. Workers will get a 3.7% pay rise, backdated to April this year, plus a one-hour reduction in the working week, which the union said equated to a 6.5% increase over the two-year deal. In addition, Royal Mail has agreed there will be no compulsory redundancies – it employs 143,000 workers in the UK – and in return the union has promised to support an ambitious modernisation of the business. “This is a landmark agreement that means that even in these incredibly difficult times, when members stand in solidarity with their union, it is entirely possible to plan a future that can still benefit workers, customers and the company.” Royal Mail has been at loggerheads with the CWU over a five-year £1.8bn turnaround plan launched by the former chief executive Rico Back, which has been held up by the threat of strikes. A walkout last Christmas was only averted after Royal Mail won a high court injunction. Workers have been concerned about job security and employment conditions as Royal Mail looks to introduce new technology and automation to enable the development of a 24/7 parcel delivery service. “We have a window of opportunity to focus Royal Mail on what our customers want today,” said Keith Williams, Royal Mail’s chief executive. “An ever-growing need for more parcels, whilst providing a sustainable letter service. This agreement provides a framework to do just that. We have been far too slow to adapt in the past and now need to deliver change much more quickly.” Royal Mail’s traditional letter business is in long-term decline, with volumes falling about 5% each year since 2015 as people move to digital communications. The trend has accelerated during the pandemic, with Royal Mail reporting that it delivered 1.1bn fewer letters in the five months to the end of August compared with the same period last year.  Last month, research from the postal regulator, Ofcom, found that scrapping Saturday letter deliveries would have no significant impact on consumers, but would save the business up to £225m a year. In contrast, Royal Mail’s parcel delivery operation is booming, thanks to the online shopping revolution, with the company reporting a 31% increase in volumes between April and September as home deliveries surge during the pandemic. Ofcom recently reported that 2.8bn parcels were sent and received via Royal Mail in the year to the end of March – 1bn more than in 2013.",business
"About 4,000 lorries, and thousands more small vans, are now waiting to cross the Channel after a two-day French ban on freight arriving from the UK, with food transport firms warning that potential disruption levels now range between “a shambles and a catastrophe” just as January and the end of Brexit transition looms . Representatives of the Food and Drink Federation and the Road Haulage Association (RHA) told MPs on Tuesday that the hundreds of lorries queued on the M20 into the port of Dover, and at a temporary parking facility at Manston airport in Kent, were only a part of the problem. Many more vehicles, they said, were parked elsewhere in Kent, or waiting to depart from factories and warehouses. Roger Gough, the leader of Kent council, told the BBC that nearly 3,000 vehicles were being held – 632 on the M20 and a further 2,220 at Manston. If vehicles were unable to return to France, the hauliers warned, there would be a shortage of transport to pick up fresh goods from the continent and return to the UK in time to refill shelves after Christmas. Queues could reach 7,000 vehicles, they added. The UK government was on Tuesday evening still trying to unlock the ban, which was imposed by Paris in an effort to contain the spread of a new variant of coronavirus, as talks about a post-Brexit trade deal go down to the wire. Industry insiders said the government was preparing to set up a Covid testing facility at Manston in an attempt to unlock the blockade. Retailers warned on Tuesday that vehicles would need to begin moving within 24 hours or there would be shortages of fresh produce including lettuces, tomatoes, citrus, soft fruit and cauliflowers in stores from 27 December. The British Retail Consortium trade body said it had told the government there was “no alternative to reopening the Channel ports, given that it is a key supply route for fresh produce at this time of year”. While some fresh food shelves could look bare in coming days, retailers urged shoppers not to panic buy. They said there would still be plenty of food as traditional Christmas fare such as potatoes, carrots, brussels sprouts and parnsips were largely grown in the UK and there were plenty of supplies of long-life goods such as tinned and packet foods. However, food industry representatives said that if the French ban continued it would affect preparations for the end of the Brexit transition set for 31 December. The industry had planned to use the week between Christmas Day and New Year’s Day to build stocks of fresh food and other goods in case of any disruption caused by changes to the terms of trade with the EU. Speaking at a special hearing of the business select committee, Duncan Buchanan, director of policy at the RHA, warned the government was being complacent about the growing problems and was making “big assumptions about readiness” for Brexit. He said the government’s suggestion that only a small proportion of goods were being imported via France was “dismissing the scale of the problem”. The haulage industry says a large proportion of fresh food is brought in by lorries from Calais at this time of year. “This problem is going to be significant,” Buchanan said. “Somewhere between a shambles and a catastrophe is coming in January, and everything I’ve seen in the last 24, 48 hours leads me to believe we are going to be in a bad position. “The problem is we do not know what goods exactly will be in short supply and exactly what’s not going to happen properly and what factories are not going to be able to make what they make.” Ian Wright, the chief executive of the FDF, said the disruption at Dover was a “tiny peek at what could happen in the first few days and weeks of the transition period ending and it would be compounded by tariffs and no deal.” He added “this kind of chaos” would be “entirely possible” at a number of ports around the UK exporting and importing from the EU next year. Concerns about imports of fresh food were matched by concerns about exports, particularly Scottish seafood destined for festive feasts in Spain. Wright said companies’ insurance policies would not cover the lost stock and called on the government to compensate firms affected by the delays to deliveries, which could lead to millions of pounds worth of salmon, langoustine and shellfish spoiling. The chief executive of Scotland Food & Drink, James Withers, said that even if a protocol for freight movements was agreed on Tuesday it would already be too late for most Christmas orders. “For some of our shellfish exporters, the pre-Christmas sales have now been ruined. It looks like mission impossible to get products to the big markets in Spain which are held tomorrow. That is an irrecoverable loss of income and I fear about this being a fatal blow to some of the smaller businesses after the horrendous year they have already had,” Withers said.",business
"Britain’s economy is suffering increasing damage from the rapid growth in Covid infections, renewed lockdown measures, and turmoil over Brexit at the end of the worst year for growth in three centuries, according to a Guardian analysis. With negotiations going down to the wire amid vast tailbacks at Dover before the Brexit transition expires on New Year’s Eve, the latest figures from the UK economy show stalling growth, falling retail sales, and redundancies rising at the fastest rate since records began. In a month that started with a burst of optimism as a British woman became the first patient in the world to receive the coronavirus vaccine, December is ending with the pandemic surging to a fresh peak and Boris Johnson’s government imposing tougher lockdown measures before Christmas. To counter the emergence of a faster-spreading Covid variant in the UK, and as Brexit talks intensify, the French ban on freight movements has led to chaos in Kent days before a no-deal Brexit could trigger renewed turmoil. Official figures had shown the British economy recovered from lockdown this spring at a faster rate than first anticipated, amid hopes that a vaccine could bring an early end to the crisis. However, economists now forecast a double-dip recession and tougher lockdowns lasting into 2021 before the vaccine can be rolled out widely enough. David Blanchflower, a former member of the Bank of England’s rate-setting monetary policy committee, said Brexit – with or without a trade deal with Brussels – would hit an already weak UK economy at the start of next year. Writing in the Guardian, he said: “It does seem to me to be the worst decision in peacetime any country in the world has made in a thousand years. Lines of lorries at Dover and Folkestone do not augur well for what is to come, even before Boris Johnson cancelled Christmas.” Since the onset of the pandemic, the Guardian has chosen eight economic indicators, as well as the level of the FTSE 100, to track the impact on jobs and growth from Covid-19 and the measures used to contain it. Faced with the deepest global recession since the Great Depression, the Covid crisis watch also monitors how the UK is faring compared with other countries. In the past month, there have been some bright spots for the economy, including a recovery in business activity in early December after the second national lockdown in England. Tougher restrictions in the autumn appear to have had less of an impact on growth and jobs than during the first wave of the pandemic. Official figures show Britain’s economy staged a faster recovery in the third quarter of the year than was first estimated, after a rapid return to work after the first lockdown. However, official growth figures also show the economy started sinking towards a double-dip recession even before Covid restrictions were reimposed in November. The Bank of England has warned the economy will shrink in the final months of 2020 and could remain weaker than expected at the start of 2021, as controls are kept in place to handle rising infections before the Covid vaccine can be rolled out widely. In response to the renewed period of economic pain, the chancellor, Rishi Sunak, unexpectedly extended the furlough scheme until the end of April, a month longer than planned. Use of the flagship wage subsidy programme, which has cost the government almost £50bn so far, doubled in November to about 5 million workers, reflects the intense pressure facing companies. Sunak announced plans to hold a budget on 3 March to set out the next stage of the government’s economic response to the pandemic. However, business groups and Labour have warned additional support is required to support firms and workers during a period of extended lockdown restrictions. The number of people being made redundant reached a record high in October, at a time when the government was winding down furlough before a last-minute U-turn to extend the scheme. Unemployment is expected to hit 2.6 million next year when the scheme ends. Blanchflower said: “The issue is whether these jobs – many in pubs, clubs and restaurants – return after the furlough payments stop. But many jobs won’t return, if there are long-run changes in behaviour after the pandemic as expected.”",business
"The telecoms sector has “no genuine belief” the government will be able to meet its broadband targets, a parliamentary inquiry has found, despite those targets having been cut just weeks ago. In its national infrastructure strategy, published in late November, the government announced plans to connect 85% of the country with ultrafast gigabit broadband, which usually requires a fibre-to-the-home connection, by 2025. That target was a downgrade from a previous goal, affirmed as recently as October, to connect 100% of the country by that date. “There is no genuine belief that it is achievable,” one witness told the DMCS select committee about the nationwide goal. But despite the reduced ambitions, the committee has warned that the government still risks missing the new target unless it improves management of the infrastructure plan. “It would not be acceptable having abandoned one unrealistic target, for the government to fail to meet a second, less ambitious, target through lack of effective planning or inadequate investment,” the committee writes in the final report from its inquiry into the UK’s broadband infrastructure. “The government should outline … how it settled on the new gigabit-capable broadband target of 85% coverage by 2025, a full assessment of how likely it considers it to be met, and the detail of how it plans to deliver it,” the report adds. The committee was also doubtful that the government’s belated shift to a “technology-neutral” approach would help achieve the target. Whereas the initial focus had been on securing full-fibre connections, running fibre-optic cables to the doorstep of every home in the UK, the new strategy takes into account other modes of delivering ultrafast broadband, including the latest technology underpinning Virgin Media’s cable TV network, and the fastest varieties of 5G. While the shift makes sense, the committee reported, “the government must not let it come with a trade-off in performance or longevity: any technologies used to deliver gigabit connectivity must be future-proof. “Moreover, fibre will be a significant component of other gigabit-capable technologies, such as 5G, and therefore the challenges of rolling out a truly nationwide full-fibre network must not be underestimated.” The committee also warned that the funding from the government, a £5bn pledge to bring broadband to the hardest to reach fifth of the country, was not enough. “It is difficult to see how £5bn will be enough to meet the government’s aim [and] it is therefore disappointing that over the next four years, the government will make available only 25% of the £5bn it had committed,” the report finds. On Tuesday, the Government set out how it intended to spend that tranche of funding, releasing a procurement strategy that prioritised upgrades to homes that do not yet have access to super-fast broadband. “Today we’ve set out our bold programme of national infrastructure projects to future-proof the UK’s internet networks so we can build back better from coronavirus and create new jobs and economic opportunities,” said Matt Warman, the minister for digital infrastructure. “We will begin these procurements rapidly so broadband providers big and small can move quickly to get the job done and level up communities with this much faster, next generation broadband.”",business
"Toyota will stop production at its British and French plants earlier than scheduled before Christmas because of the chaos caused by Covid-19 border closures. The Japanese carmaker said it was expecting shortages of parts as a result of transport delays, after France’s 48-hour ban on accompanied freight or cargo from Britain led to queues of lorries miles long stuck near Dover. Toyota said it had decided to bring forward the “planned seasonal stop” at its engine plant in Deeside in north Wales and its factory at Burnaston in Derbyshire, where it makes the Corolla. About 3,000 people are employed at the two plants. The Deeside site will close for Christmas on Tuesday and the Burnaston plant on Wednesday. Its French site will also stop production two days earlier than planned. The European factories would ordinarily have closed for an annual shutdown on Christmas Eve and remained shut until 4 January. Toyota said it wanted to “help ensure the safety and security of our employees and all our stakeholders, particularly our logistics partners and in consideration of society’s wider needs”. The car manufacturer said it had taken the decision “in light of the traffic bans that a growing number of countries have issued for travel from the UK and due to the uncertain nature of how long the borders will be closed for logistics activities”. The extended shutdown caps a tumultuous year for the automotive industry, which halted production in the spring as the first wave of the pandemic took hold. The French government is expected to make an announcement on Tuesday about reopening transport links with the UK. Paris failed to lift its 48-hour ban on freight and passengers from Britain over fears about the new coronavirus strain, despite a phone call on Monday evening between Boris Johnson and Emmanuel Macron. France is one of more than 40 countries that have suspended flights and trains from the UK, including Denmark, Germany, Italy, Belgium, Ireland, Turkey and Canada. However, the suspension of cross-Channel transport has caused the most disruption in and around British ports, which were already struggling with increased workloads because of the arrival of Christmas goods, companies stockpiling ahead of Brexit and coronavirus restrictions.",business
"The operator of the Olympic aquatic centre and hundreds of other leisure centres across the UK is being bailed out by cash-strapped local authorities in every area it operates as it struggles with the latest lockdown, the Guardian can reveal. GLL, which trades under the name Better, runs 230 pools, gyms and sports halls in areas including Belfast, Manchester, Newcastle, Cardiff, Bath, Cumbria and Cornwall and several London boroughs. Its chief executive, Mark Sesnan, warns that the lockdown has come at the worst time possible for a business built on new year’s fitness resolutions. He also fears the government help will not be enough to stop pools and sport centres closing for good. Various local bailouts have been secured in more than 40 of these areas, involving either direct grants, or deferred payments or loans, he said. And negotiations are still underway in the remaining areas, including Croydon council, which declared itself effectively bankrupt last month. Despite these bailouts and the importance of personal fitness highlighted by the pandemic, the business faces “disaster” because the third lockdown was imposed at its most lucrative time of year. It has been forced to close all of its leisure services including outdoor pools despite evidence to suggest swimming in chlorinated pools is safe from Covid infection. GLL was formed in 1993 to run Greenwich council’s leisure service and has since grown to become the biggest social enterprise leisure provider in the country. But it has revealed that the pandemic has cost it £170m in lost revenue, forcing it to spend £20m in reserves. It has also had to take out a £20m loan, cut more than 500 jobs with more under threat, and become dependent on local bailouts and the government’s furlough scheme. Its predicament has led to questions about its business model and calls for the services it runs to be brought back under council control in some areas including Belfast and Swindon. Chief executive, Mark Sesnan, has defended the company’s record and insists it does have a bright future once the latest lockdown is eased. He said: “We’ve moved from being a relatively strong financial business to one that now does rely on support for local authorities. The biggest issue is that some councils are very cash strapped themselves and have more pressing priorities.” He admitted that its business planning is predicated on the furlough scheme, which has helped 10,500 GLL employees, continuing at least until Easter. The government’s promise of £9,000 for each leisure centre won’t be enough, he warned. He pointed out its largest generate £1,000-a-day income, but are currently bringing in nothing. He said: “GLL welcomes and needs any and all financial support, but to be meaningful the amount needs to be based on real business losses, not arbitrary handouts.” Unite the union which represents many of GLL’s staff, says the pandemic has “exposed” GLL’s over reliance on public money and staff on casual contracts. Regional officer, Onay Kasab, said: “The pandemic has exposed GLL in several ways. Their business model relies on local government funding and with austerity it is not a model that can continue. It is not cheaper to outsource, because it ends up costing more money in the long term. The company is clearly in danger of going down, yet council taxpayers money continues to be thrown at it.” Sesnan, a former union shop steward, admitted that more than half the staff are on “flexible” contracts. But he insisted the company is trying to help as many staff as possible. He admitted that GLL’s 50 most inefficient pools and gyms could be forced to close, but these do not include the former Olympic facilities in east London. The most vulnerable pools and sports centres are the ones that did not open after relaxations of lockdown rules, including some in Cornwall, Cumbria, Newcastle, Preston, and a number of London boroughs. The government has insisted its leisure rescue package will not pay for services that remained closed. Sesnan said: “Swimming pools are not easy buildings to hibernate, you can’t just lock the doors and walk away.” And even with paying customers, some subsidy is required. He said. “A swim costs £10 to put on, but nobody pays any more than £5 for it. So whichever way you stack it up someone has to pay for that other fiver.” But despite the difficulties he insists the organisation can survive. “GLL isn’t going down. People who have kept themselves fit have had a much better chance of surviving the virus, than people who haven’t. It’s a low-cost way of preventing things like this in the future. There needs to be a new partnership between the health and fitness going forward. So the future is good.”",business
"The plus-size clothing brand Evans has been bought out of administration in a £23m deal that will result in the closure of all its stores and concessions with the potential loss of hundreds of jobs . The chain is the first part of Sir Philip Green’s Arcadia Group to be sold off, marking the beginning of the breakup of his fashion empire, which also includes Topshop, Dorothy Perkins, Burton and Miss Selfridge. City Chic Collective, an Australian retailer, plans to operate Evans, which made sales of £26m online and via wholesale last year, as an online-only brand. That will mean the closure of more than 100 Evans concessions and outlets within other Arcadia stores. Five standalone stores will permanently close with the loss of 25 jobs. The concessions and other outlets will not close immediately but hundreds of jobs are at risk at those outlets.  Arcadia, which employs 13,000 people at about 500 outlets, collapsed into administration last month as high street lockdowns prompted by the coronavirus pandemic piled on pressure after years of flagging sales amid heavy competition from rivals such as Boohoo and Primark. Bids for all the brands are due to be filed on Monday, with Topshop expected to attract offers of up to £200m. Bidders are thought to include the online specialist Boohoo, the fashion and homewares group Next, and Authentic Brands, the owner of the US department store Barneys. Mike Ashley’s Frasers Group, formerly known as Sports Direct, is also thought to be interested in the smaller Arcadia brands. Administrators from Deloitte said on Monday there had been “significant expressions of interest for all brands”. They said they did not expect to provide a further update on the process until January. City Chic Collective said it had bought Evans as part of a plan to extend its portfolio of plus-size brands, which include City Chic and Hips & Curves, into Europe. It operates in Australia, New Zealand and the US, where it bought the Avenue brand last year. The company already had a relationship with Evans, which has sold City Chic products via its website for the past five years. “Our vision has always been to lead a world of curves,” said Phil Ryan, the chief executive of City Chic Collective. “From modern fashion to casual apparel, intimates and footwear, designing fashion for the curvy woman that fits and flatters, is all we do.”",business
"Labor will try to compel the government to release a review into Australia Post’s expenses culture under former chief executive Christine Holgate after the communications minister backtracked on a suggestion it would be made public. On Monday a spokesman for Paul Fletcher confirmed the government had “received and considered” the report triggered by Holgate’s decision to spend $20,000 on Cartier watches for four executives, but refused to release it. The Australian Financial Review has reported that Holgate was cleared of any wrongdoing, with a specific finding she had not breached any rule, policy, procedure or governance requirement – a conclusion that was not disputed by Fletcher’s office. In October Holgate stood down after the prime minister, Scott Morrison, denounced the corporate gifts as “disgraceful” – comments she later labelled “humiliating”. Despite warning the government that the “optics” of the situation were not sufficient to make her stand down, Holgate resigned early in November, expressing regret over the gifts. In November Fletcher told ABC TV he expected the report would be released “in due course” and with appropriate redactions to respect individual privacy, but that the final decision would be one for cabinet. On Monday Fletcher’s spokesman said only that departments would “apply the lessons learned from the investigation to ensure that Australia Post and other government business enterprises comply with their legislative obligations, reflect community expectations, and have appropriate internal systems in place in their use of public resources”. The shadow communications minister, Michelle Rowland, said the decision to keep the report secret “is pathetic and, just like the purchase of Cartier watches, does not pass the pub test”.“If there is nothing to see here, why is the government burying the report? “If no breaches were found, why was the former CEO seemingly pressured into quitting without pay?” Rowland accused the government of an “abuse of process” by using cabinet consideration of the document to shield it from freedom of information requests. “If the government does not think taxpayers deserve to know whether their money has been wasted by senior Australia Post executives, then the Senate will need to take up the task.” Labor has criticised Morrison’s handling of the episode as a “panicked” response aimed at securing a photo opportunity. Morrison’s denouncement of Holgate followed cuts to the Australian National Audit Office and mild criticism of its discovery taxpayers had stumped up $26.7m too much for land owned by a donor to the Liberal party.",business
"December was the biggest month on record for British supermarkets as shoppers spent nearly £12bn stocking up on cheese, fresh fish and pork for a very unusual Christmas. Consumers spent £11.7bn on take-home groceries in the four weeks to 27 December, up from the previous record of just under £11bn in November, according to analysts at Kantar, as many pubs and restaurants were forced to close during the key trading period. Fraser McKevitt, the head of retail at Kantar, said: “December is always an incredibly busy time for supermarkets, but take-home grocery shopping is usually supplemented by celebrations in restaurants, pubs and bars – with £4bn spent on food and drink, excluding alcohol, out of the home during the normal festive month. This year, almost all those meals were eaten at home and retailers stepped up monumentally to meet the surge in demand.” However, sales of whole turkeys slid 5% and Christmas pudding sales were flat year on year as most large family celebrations were called off under strict rules to control the spread of the Covid-19 virus. McKevitt said: “Without guests to host, it seems many families decided to pare things back slightly and the performance of traditional dinner items reflects this.” While total grocery sales rose 11.4% in the three months to 27 December, spending on Christmas staples was up just 4%, despite fewer opportunities to dine out. Sprouts remained popular with sales up more than 11% but other winners were cheese, with sales up 17%, fresh fish up 20% and pork roasting joints up 19%. Alcohol sales were up by £310m – as the closure of pubs and bars led to a switch to drinking at home. Monday 21 December was the busiest shopping day – earlier than the expected surge on 23 December – as households secured festive supplies amid the uncertainties of tiered lockdowns and problems at the Channel ports which disrupted deliveries of fruit and vegetables. However, Morrisons was the only one of the big four supermarkets to gain market share as local independent stores, discounters Lidl and Iceland and online specialist Ocado all outperformed the major chains. Sales at independent stores rose by 17.4% while Iceland was by far the fastest growing chain among those with high street outlets with sales up by more than a fifth. Ocado’s sales rose 36.5% according to Kantar, more than three times the pace of Tesco, Sainsbury’s and Asda. That reflected a market-wide shift towards online shopping with 12.6% of grocery sales made via the internet in December compared with just 7.4% a year before. Aldi continued to lose market share with sales up 6.3% as it lost out to businesses with the capability to deliver online orders.",business
"China’s stock market has soared to its highest level since the 2008 financial crisis as the world’s second-largest economy mounts a rapid recovery from the coronavirus pandemic. The CSI 300 index, which tracks the value of the biggest companies on the Shanghai and Shenzhen stock markets, closed up 1.9% on Tuesday at 5,368 points – the highest level since January 2008. Narrowly surpassing a level of 5,353 reached in 2015, when fears over a hard landing for China’s economy after years of blockbuster growth led to a sell-off in shares, the fresh landmark stands as the latest dramatic turnaround in global financial markets since the onset of the coronavirus pandemic. It comes as China’s economy stages a faster recovery than expected at a time when other nations around the world are still grappling with rising infections and severe disruption to business and social life caused by the pandemic. As the nation at the centre of the initial Covid-19 outbreak, Chinese GDP fell for the first time in four decades in the opening months of 2020. However, many analysts believe harsh controls to contain the spread of the disease helped to lay the ground for a faster return to relative normality. China avoided the technical definition of a recession last year – two consecutive quarters of falling GDP – with a return to growth in the three months to June as it rolled back lockdown restrictions. After recording growth of just 1.9% for 2020 as a whole – the lowest level for 30 years – the International Monetary Fund expects China’s economy to grow by more than 8% in 2021, dramatically outpacing the recovery in many other countries. Nigel Green, the chief executive of deVere Group, an investment management firm, said the gains on the Chinese stock market reflected its rapid recovery. “China’s rebound is quite remarkable, compared to other major economies, many of which are once again rolling out stricter restrictions to stop the spread of Covid amid a tsunami of new cases.” “China’s already impressive economic recovery is likely to pick up momentum and this will be extremely attractive. But as 2020 showed us with perhaps too much clarity, things can change quickly and so-called ‘certainties’ can shift overnight,” he said. The fresh landmark for the Chinese stock market came on a day of choppy trading on the London stock market, with the FTSE 100 closing up 0.6% at 6,612, after recording modest losses earlier in the day amid concerns over the economic impact of the third Covid lockdown in England. There are however hopes for a stronger economic recovery in Britain once more people receive vaccinations, which could propel the blue-chip index higher. Joshua Mahony, senior market analyst at the financial trading firm IG, said: “The swift nature of the vaccination process should ensure that any lockdown-fuelled weakness will be greeted by buying pressure as we look towards a March reopening.”",business
"When the UK first went into lockdown last March, many supermarket workers said they had never felt so appreciated. Customers would thank them for their service, leave chocolates for the staff room and applaud delivery vans as if they were carrying royalty rather than groceries. Not any more, according to numerous store employees who contacted the Guardian to express their fears and frustrations about working through the second wave. From debit card refuseniks pulling down their masks to lick their fingers and separate their twenties, to families treating a trip to the supermarket as a social outing, many felt they were now the “forgotten key workers”. Others feel taken for granted, suffering anxiety and panic attacks as a result of their work environment. “In lockdown one it felt a little embarrassing at times – people would wave, even stop and applaud as you went past as if you were a NHS worker. Now, it’s back to normal. Block a cul-de-sac for five minutes and you can expect abuse,” said Ben Harvey, who started delivering groceries for a supermarket in April after losing his job as a sales executive. “You want to tell them that you’re delivering essential supplies during a global pandemic and they shouldn’t even be out, but in your employer’s van and uniform you obviously just have to bite your tongue and suck it up.” Conspiracy theorists are making the job harder, said one worker from a small supermarket in the home counties. “The maskless hordes and the QAnon conspiracy spouters seem to grow by the day. Many don’t care, some are just ignorant; but the most dangerous are those that think they’re following the rules. Customers who keep their distance from others, but crawl over shop staff to get their ‘essential’ Red Bull and loo roll, thanking them for everything they are doing from a mask pulled down to their chin to ‘help’ convey their message with sincerity and microdroplets of Covid-19.” The media seemed to have forgotten supermarket workers, he said: “Doctors and nurses are continually featured in the news (and rightly so), but there is very little mentioned about those who have worked throughout the pandemic and the toll this year has taken on them. “My mental health has been battered beyond belief and no matter what my behemoth employer says – there has been no consideration shown to the wellbeing and mental health of their staff. It has gone unchecked and unconsidered while we ring endless products through the non-socially distanced checkouts and stuff dirty cash into the ever expanding pockets of the shareholders and directors.” Social distancing had gone out of the window, he complained: “My little village shop is tiny, it has three aisles and (literally) no room to swing a cat on the shop floor. The company have told us that the customer limit is 22 people. I cannot express how crazy the notion of cramming 22 customers, plus five or so staff, into the shop is. [My employer] decided towards the end of the first lockdown to remove the one-way system in its stores. We appealed against that decision, and still do, but are told that ‘people weren’t following it’.” One home shopper working in Sussex said there had been an increase in people treating a trip to the supermarket as a day out or an excuse to socialise. “There are just far too many people who come in and wander around the shop because they don’t have anything else to do”, or whole families of six or more people,” she said. As a home shopper, she spends long shifts packing six bags at a time for online customers. “It may sound a bit dramatic, but we feel like we are literally putting our lives on the line, like any frontline worker, so that people can eat. If delivery and home shopping didn’t exist, people would have to go out.” A till worker in a supermarket in Scotland said mask etiquette was poor. “People get to my till, puffing away and moaning about ‘not being able to breathe’ even though they haven’t turned blue yet and are speaking clearly to me. They believe so much that they can’t breathe they pull the mask away from their mouths and down to their chin as if being at the till suddenly makes it safe to do this and Covid only goes as far as the till belt. Oh and let’s not forget the amount of old people and middle aged people who all pull their masks down, lick their fingers to give me cash because the ‘notes all stick together’.” The manager of one store in south-east England said several members of their team were suffering from anxiety and panic attacks as a result of customer behaviour. Mental health problems were being exacerbated by staff shortages, she said. “Most staff members are exhausted because colleagues are shielding/self isolating and so everyone else takes the strain because there is still a lot of work to do. On New Year’s Eve I overheard lots of customers talking about the secret party/gatherings they were having and laughing about breaking the rules. It’s really hard to hear stuff like that, especially when they are not just putting their friends lives at risk, but ours too. It makes you feel so angry, actually and I often want to say something to them.” There was a bigger sense of comradeship before, she said. “People were doing their neighbours shopping and learning how to bake and cook etc. We were the only people that customers were seeing and we got to know them better. People would send us letters of thanks and care packages etc as key workers and we felt valued. All of the goodwill towards key workers seems to have vanished now. We feel exhausted, stressed and abused most of the time. It’s really hard to switch off too. But still we go back each day and keep filling the shelves to feed the nation.” ",business
"The cards and stationery retailer Paperchase is on the brink of administration after pre-Christmas store closures put an “unbearable strain” on the high street, putting 1,500 jobs at risk. The company, which has 173 stores and concessions, has filed a notice to appoint administrators as it tries to put together a rescue. The legal document provides protection from creditors for 10 days. Paperchase was particularly vulnerable to the sales disruption caused by lockdowns in the run-up to Christmas as 40% of the chain’s annual sales are rung up in November and December. New restrictions mean all its UK stores are once again closed, in line with other non-essential retail outlets. A spokesman for Paperchase said the cumulative effect of multiple lockdowns, including the loss of crucial Christmas trade in November, had put “unbearable strain on retail businesses across the country”. Paperchase, he said, was not immune to the tough backdrop, despite strong online sales. “Out of lockdown we’ve traded well, but as the country faces further restrictions for some months to come, we have to find a sustainable future for Paperchase.” The spokesman added that the company was “working hard to find that solution” with the administration notice a “necessary part of this work”. The accountancy firm PwC has been lined up to handle the process. “This is not the situation we wanted to be in,” the Paperchase spokesman added. “Our team has been fantastic throughout this year and we cannot thank them enough for their support.” The company was founded in 1968 by art students Judith Cash and Eddie Pond, who opened a store in London’s Kensington. The company has changed hands numerous times, with high street rival WH Smith and now defunct US books giant Borders among the chain’s previous owners. In 2010 the private equity firm Primary Capital backed a £20m management buyout from Borders. Primary Capital, which had also owned Yo Sushi and Coffee Nation, tried to sell Paperchase in 2014 and considered a stock market flotation two years later. In 2019 Paperchase used an insolvency process known as a company voluntary arrangement (CVA) to cull unprofitable stores and cut rents. It blamed its financial problems on a decline in customer numbers coupled with rising costs. The CVA switched some of its stores to turnover-based rents, meaning the firm is not as burdened with property costs as some retail chains.  The last set of accounts show the retailer making a loss of £11m on sales of £125m in the year to February 2019.",business
