Content,Section
"Unions have reacted angrily to claims that coronavirus is more likely to be spread by teachers than pupils, warning that everyone has a responsibility to try to avoid bringing Covid-19 into school and transmitting it to others. It follows a report by Public Health England (PHE) which found that though Covid-19 outbreaks were “uncommon” in English schools after they reopened in June, the virus was more likely to be spread by staff than pupils. While children rarely suffer seriously from the effects of Covid, there has been considerable focus on how much they spread the virus. The majority of cases identified in the report, however, were linked to outbreaks among staff, who were warned to be “more vigilant” regarding exposure outside school. Responding to the report, Patrick Roach, the general secretary of the NASUWT teachers’ union, said: “Everyone in school, whether staff member or pupil, has a responsibility and important role to play in ensuring they follow the mitigation measures and do all they can to avoid bringing Covid into the school or to transmitting it to others.” He went on: “It is essential that appropriate measures are in place to minimise the risk of Covid-19 being transmitted between children, young people and between adults in schools. Effective social distancing measures, cleaning, infection control measures and good hygiene practices are essential in reducing the risks. “As with any workplace, school employers must also focus their attention on the controls needed to minimise the virus being spread amongst staff.” Roach also said that some staff were still waiting to be told about safety arrangements for their return to school next week. “Whilst staff should be fully consulted and informed about the risk control measures that should be in place, there are many schools that have not yet confirmed what arrangements will be in place for next week.” The news came as teachers in Northern Ireland registered their discomfort at the prospect of returning to school, with three-quarters of those who responded to a union survey saying that they did not believe it was safe to do so. With schools in Northern Ireland beginning to return on Monday, 77% of NASUWT respondents said that they did not feel their school was ready. A further 61% said they had not been consulted by their school or college. During the pandemic health workers have been hailed as heroes but teachers have attracted criticism from some parts of the media. Mary Bousted, the joint general secretary of the National Education Union, paid tribute to teachers’ professionalism. “We are asking teachers to do something really unique which is to go in to schools where social distancing is very difficult and to spend hours a day with hundreds of children. “The fact that the vast majority of teachers want to go back shows their dedication and professionalism. It’s very easy for government or PHE to undermine the profession either directly or by insinuation, but this is the worst time to do it.” The NEU said schools and colleges were doing all they could to ensure buildings were as Covid secure as possible, but the union was concerned there was still no plan B in the even of further outbreaks and the test and trace system was not sufficiently reliable.",education
"For Christian Jones, who has just finished a master’s in broadcast journalism at City University of London, the rapid shift to online learning due to Covid-19 came as a bit of a shock. “I spent the first week not setting alarms,” he says. “It’s easy to end up going to bed late and waking up really late. Then you don’t get anything done.” Students in the UK have been prevented from entering lecture theatres since late March, and so have had to quickly adjust to studying online. According to the latest government guidance, students in England could be confined to their halls of residence in the new term, so it’s expected that blended learning – a mix of online and face-to-face teaching – will continue.  “Universities will do as much as possible on campus, however the reality is that most large-scale group teaching and learning activities are going to happen online,” Neil Morris, dean of digital education at the University of Leeds, says. “Students need to be prepared for that.” But there’s no need to panic, according to Dr Damon Miller from the Open University. “Generally people are nervous at the beginning, but don’t worry – you won’t be left to it on your own.” Before you get going, you’ll want to consider the equipment you’ll need. It’ll help to have a laptop with a decent screen or stand. Check whether you can get a student discount, and whether your university offers a laptop loan service. Next, set out a study space so you can work without distractions. “Make sure your work area is not your recreation area,” says Matt Huxley, a lecturer at Staffordshire University London. “It might just be going to sit in the kitchen or on the sofa, but it’s about the psychological impact [of having a separate space].” This also helps limit distractions “so you’re not watching TV as well as studying”, adds Huxley. If your university puts on digital skills workshops, Morris recommends that you attend them. “I would strongly advise students to engage really thoughtfully with the IT induction that’s being offered and with the digital skills training,” he says. Once you’ve got the basics down, ensure you have the right online etiquette. “That’s being aware of your surroundings and how you present yourself virtually,” Huxley explains. Make sure your microphone is muted and that you’re not sitting with the window behind you so other people can’t see you. “You should also wear clothes,” Huxley says. “You’d be surprised, I’ve seen people in bed without their T-shirts on before.” The usual study techniques still apply. It’s good to consider what type of learner you are – perhaps you’re a visual learner and should make use of any extra reading materials given out. Or maybe you’re an inquisitive learner and like to ask questions, in which case you can use tutorial time for further discussion. It’s also good to keep a pen and paper with you and note down any questions that come up, Huxley says. Students like Jones say one of the main things they’ve learned is the importance of keeping to a structure. “If you have a scheduled lecture on Zoom, it’s good to do it in that slot,” says Maisie Marston, who has just graduated from a politics degree at Cardiff University. “Then you keep to a structure and can ask questions, which makes it feel more like you’re at uni.” Studying can be tiring, whether it’s online or in person, so don’t try and fit too much in. “The main thing is to plan your time and take breaks,” Miller says. Marston agrees. “It’s worthwhile to grab a coffee or sit outside, to have a change of scenery,” she says. Online learning doesn’t have to be anti-social. For example, you could study alongside people you live with. Marston says studying with her girlfriend helped to keep her motivated. “It’s nice to study with someone else, so you can stay focused and make lots of tea for each other,” she says. You can also meet new people and connect online, Miller says. “Social media is a good way of keeping in touch. Even if you’re sitting alone on your laptop, you are not alone, there’s a massive support network there,” he says. If you’re struggling, ask for help and your university should support you. “Things go wrong, computers crash, people get ill. What [students] shouldn’t do is shy away and hide and not contact the university. That’s the worst thing they can do,” says Miller. “We’ve got a dedicated student support team, so ask for help.”",education
"A-level students who were downgraded by the controversial government algorithm are relieved after universities confirmed their places for this year. “I could not believe what I had read,” said Leah Glenday, of the message she received on Friday confirming her place at Girton College, Cambridge, after the anxiety of a week believing her dreams had been dashed. The first pupil from her school to be offered a place at Cambridge, and said to be the first looked-after child from the London borough of Haringey to receive an Oxbridge offer, Glenday said she was still in a dreamlike state and had not processed the fact she would form part of Girton’s class of 2020. “I ran over to my foster mum and started crying,” she said, remembering the moment she received the email confirming her place. “I couldn’t stop crying or talk, so I just showed her the phone. I had accepted the fact I wasn’t going there. That’s why I just cried because I had nothing else to say.” Glenday said she would not believe what had happened until she was at Cambridge on her first day. She hoped her story could serve as inspiration to other fostered children. “Children who have gone through a challenging upbringing can see themselves as unlucky, but they need to realise it can serve to their advantage,” she said. “It initiates your driving passion to pursue a certain cause and sticks us out from the crowd.” Glenday has plans to become a family law barrister, after her foster parents had to go to court to ensure her younger siblings could join Glenday and her sister in their home. She said: “During my GCSEs, when I found out I had a little brother and sister who were going to be adopted and I couldn’t ever see them, I was traumatised. “My foster parents went to court to bring them into my placement. If it wasn’t for the barrister saying I should write letters for her to read out in court, my family might not have been able to come together. So I just want to give back and help keep other families together.” Despite Gavin Williamson’s U-turn on Monday, thousands of children’s futures remain in the balance as universities – who had already allocated places on the basis of the grades calculated with the algorithm – assess whether they have extra space. Despite the joy of Glenday and others, some have been forced to defer for a year, while the status of some remains unknown. For Nina Bunting-Mitcham, who attended a state college in Peterborough, and received DDD under the now-ditched system despite scoring As and Bs in her mock exams, the past week was traumatising but ended in huge relief after the Royal Veterinary College accepted her to study veterinary medicine after the government’s volte-face. “I tried not to lose hope but it was hard,” she said. “Veterinary medicine was the only thing I wanted to do in life. I love animals more than people, to be honest.” Bunting-Mitcham, 18, told the schools minister, Nick Gibb, on live radio last Friday that he had ruined her life and, despite the change in policy – which came after he had spoken to teachers at her school about the algorithmic disparity – she remains bruised by the affair. “No government should put people through that trauma, it’s affected thousands of students’ confidence and self-belief,” she said. “I don’t think anybody in this age range will be voting for them after this. They’ve shown their incompetence once and for all.” It remains unclear whether she must undertake a foundation year before her five-year course.",education
"My father, Chris Rice, who has died aged 80 of amyloidosis, was an inspiring lecturer in human resource management at Nottingham Trent University for almost 30 years. Born in Bristol, Chris was the only child of Norman Rice, a clerk, and his wife, Doris (nee Maunder), who later worked in the box office at Bristol Hippodrome. After passing the 11-plus, Chris went to Bristol grammar school, then Southampton University, where he studied engineering and enjoyed playing rugby and jazz. There, he met Maureen Bishop, who later became a social worker, and they married in 1963. After finishing his course, Chris changed direction to train in human resources at Glasgow School of Management Studies (1962-63). He then worked as a personnel manager at Salters, West Bromwich, and at the Oxford University Press paper mill. Deciding to apply for a lecturing post at Trent Polytechnic (now Nottingham Trent University) in 1970, without formal teaching qualifications, was a brave move, but it paid off. In teaching, Chris found his vocation. He was a committed, approachable and engaging lecturer, whose smile lit up the room. He enjoyed taking the floor and making students laugh with his genuinely funny stories. He often taught mature, part-time students on release from their day jobs looking to gain the professional qualifications needed to move ahead with their careers. As a teenager, I distinctly remember ex-students recognising Chris when we were out as a family in Nottingham. They would rush up with joy and excitement, shake his hand and embrace him. It was clear what a difference he made to people’s lives. He gained an MPhil from the University of Nottingham in 1980 and wrote a valuable textbook, Consumer Behaviour – Behavioural Aspects of Marketing (1993, republished in 1997 as Understanding Customers) – but students were always at the heart of his work. A great enthusiast, Chris had many passions – he loved music, especially jazz and classical, and was an amazing cook who spent hours in the kitchen. He walked the Pennine Way with my sister, Emma, and I as teenagers, ran the London marathon and enjoyed watching sport. He had fun travelling with Maureen and loved Italy best of all. He was warm, funny and sociable. In 1999, Chris retired from his senior lecturer post and after a few years my parents moved to Kenilworth, Warwickshire. Living near to us gave them more time with their beloved granddaughters. Chris followed my sister, Emma’s career from actor to theatre director with great pride. Chris is survived by Maureen, Emma and me, and by three granddaughters.",education
"My husband, James Dunn, who has died aged 80, was emeritus Lightfoot professor of divinity at Durham University. Internationally known as a New Testament scholar and writer, Jimmy was an active church member and above all a family man. He could teach, supervise and write with authority on almost every aspect of the New Testament, and this range and versatility made him one of the best known and most influential British New Testament scholars of his generation. He was a prolific writer – 50 books in 50 years, many of which remain key texts for theological studies around the world. The youngest of four sons, Jimmy was born in Birmingham to Scottish parents, David Dunn, a salesman for an engineering company, and his wife, Nancy (nee Orr). The death of his father left his mother to return to Scotland alone when Jimmy was 10 months old and raise four boys alone, during the second world war; a struggle with sacrifice and many hardships. He was educated at Hutchesons boys’ grammar school in Glasgow where, through the Scripture Union, Jimmy came to the faith that marked his life. After seven years’ study at Glasgow University, he left with degrees in economics (MA Hons) and divinity (BD), and a wife; he and I had known each other since schooldays, and we married in 1963. Then he undertook PhD studies at Cambridge University in 1965. There his eyes were opened to so many larger worlds, confirmed by two years as chaplain to overseas students in Edinburgh, before he rejoined academia at Nottingham and, in 1982, as professor of divinity, at Durham, where he remained until his retirement in 2003. His writing in New Testament and Pauline studies enhanced his reputation, culminating in three large volumes (2003-15), entitled Christianity in the Making. His work was recognised by his presidency of Studiorum Novi Testamenti Societas and with a fellowship of the British Academy. It was always his desire and intention to encourage and educate all members of the Christian church to learn more of their faith. This he did by the clarity and simplicity with which he could impart the findings of his rigorous research. His enthusiasm for his subject, the depth of his faith, the warmth of his personality and the “call me Jimmy” greetingwon the hearts of many. But it was his family that was the bedrock from which all else flowed. Almost every book he wrote acknowledged the immense debt he felt that he owed to me, to our three children, Catrina, David and Fiona, and seven grandchildren. However, that “debt” was amply repaid by the concern for and interest in all our lives, by the fun and games he so enjoyed, in the pride he took in our various achievements and his love demonstrated in so many ways.",education
"Name: Hamlet. Age: 30. Appearance: Ready to take arms. Against what? A sea of troubles. And by opposing end them? That’s the idea. But what trouble, exactly? Orthographic irregularities. Sorry? Spelling trouble. I must say, I don’t remember this part at all. To end once and for all the maddening inconsistencies that make it so hard for our children to write English. I remember the ghost at the beginning and the bit where he holds up a skull. That’s the play. The play’s the thing. This is the campaign run by the English Spelling Society (ESS) to overhaul the written language. They have enlisted Hamlet’s help. They know he’s not real, right? More specifically, they have enlisted the opening lines of Hamlet’s most famous soliloquy to offer a comparison of six competing revised spelling schemes. To be or not to be, that is the question? Yes, or “Too be or not too be, that is the qestshen” in something called Rich-Spel-long. There are plenty of people who spell like that already. There’s the rub: poor spelling can mark someone out as ignorant or ill-informed. I know – it’s very handy and saves time. In the coming months, the ESS will hold an online session of the International English Spelling Congress to vote for the best scheme of the six. How long has this campaign been going on? Since 1908. They haven’t got very far, have they? Not yet. George Bernard Shaw was a supporter, and he used revised spellings in printed versions of his plays, but that’s about the extent of it. Anyway, I’m sure there’s a reason English is spelled the way it is. There are lots of reasons: the mix of French and Anglo-Saxon words; early, non-English printers making it up as they went along. The result is an illogical system, threw and through. Illogical, yes, but is there any harm in it? The ESS reckons it takes English-speaking children twice as long to learn to read and write as those who speak other languages. Oh well, as long as they get there in the end, as Hamlet said. He never said that. Do say: “Too sleep, perchans too dreem, ie, thairz the rub.” Don’t say: “Actually, in this instance it may be nobler in the mind to suffer the slings and arrows of outrageous fortune.”",education
"As schools in England and Wales get set to reopen amid continued controversy over safe conditions, attention has focused on potential evidence of coronavirus transmission in the classroom and on the experiences of other countries. Research on the ability of children of different ages to catch and transmit the virus is contradictory, and differences in education systems and social conventions make comparisons difficult. One complicating factor is what epidemiologists call contact matrices: the degree to which different age groups mix, particularly within extended multigenerational families, which can vary from society to society and from group to group within a society. Countries have taken different approaches but some of the questions are broadly familiar. Should all children and staff be required to wear masks, or only some age groups? Should children be tested for the virus? How should social distancing be managed in the classroom and playground? And finally, should schools be reopening at all? With a recent sharp resurgence in virus cases, France has issued some of the most detailed guidelines for when schools reopen. Children in secondary schools will have to wear face coverings at all times when in school and in the playground, the education minister said on Thursday, as France reported a record number of daily coronavirus cases since the easing of restrictions. This is a change from recommendations in July that face coverings for older children would only be necessary where 1-metre social distancing could not be managed, and is a response to concerns from teaching unions about rising infections as the summer has gone on. While there were class size restrictions when French schools first reopened, in the new term there will be no size limits and the 1-metre social rule is advised but is not mandatory. Poland plans to reopen schools next week for the first time since mid-March despite reaching a record high number of daily registered coronavirus infections late last week.  It has said it will not mandate mask wearing for children in the classroom. However, it has said individual principals can decide to impose face coverings in school halls and locker rooms. Unlike in some other countries, no temperature checks at the school gates will be introduced. With one of the world’s highest per capita death rates from Covid-19 during the pandemic, Belgium has looked closely at the issue of masks in the classroom. When schools reopen on 1 September all children aged 12 and above and teachers will be required to wear masks, following an announcement by the prime minister, Sophie Wilmès, last week. “The goal is to avoid a second wave,” she told a news conference. “We see today that the situation is stabilising and improving. It is very important that children go to school.” Germany has drawn attention in recent days because of the experience of Berlin where, after reopening in the last fortnight, several dozen schools have had to close because of infections. Officials say most infections in Berlin involve only one teacher or student, and suggest that the transmission occurred outside the school. Berlin has responded by closing schools for very brief periods to allow contact tracing. “So far, these are isolated cases and not outbreaks,” Valerie Kirchberger, a paediatrician and coordinator of Berlin’s testing strategy, led by Charité hospital, told local media. Unlike in countries where education is organised on a national level, German schools are run regionally. While some German states have made face coverings mandatory at all times in schools, in others they are compulsory only in hallways and playgrounds. More generally, schools across the country have tried to manage the risk of infection by keeping classes separate. Regarded as one of the world’s most intensive education systems, South Korea struggled with reopening, delaying restarting schools multiple times and then phasing in different age groups. While a resurgence of infections in the country forced schools to close again, they have resorted to numerous tactics to keep operating, including attendance on alternate days and temperature checks. One of the first western countries to reopen its schools, in April, Denmark separated younger children into “micro-groups” of 12 known as “protective bubbles”. With school starting times staggered and desks 2 metres apart, masks were not deemed necessary. However, Denmark had relatively low infection numbers in the wider population, the result of quick and effective early suppression of the kind advocated by the British public health expert Devi Sridhar, who has emphasised that suppressing community transmission is ultimately what will make schools safe. As of 18 May, children aged 12-16 had returned to secondary schools following similar rules. Israel has emerged as one of the major cautionary tales. Having managed its initial outbreak relatively successfully, it reopened its schools in May, initially sending a limited number of classes children back in small “capsules” to minimise the risk of transmission. In a surprise move, however, the government then announced that all grades could return and lifted restrictions on class sizes. The reopening contributed to a resurgence of the virus, with tens of thousands of pupils later sent into quarantine as their classmates tested positive. Underlining the differing considerations in different parts of the world, Kenya’s schools will not reopen until at least January. As David Lagakos and Emilie Yam wrote in a piece for the World Economic Forum’s website, “low-income countries face a very different set of circumstances from high-income countries – for example, a higher proportion of households that include both children and elderly people … and the urgency of maintaining the livelihoods of working-age adults to prevent hunger and poverty.” With a school year running from January to November, officials have relied on the Kenya Institute of Curriculum Development to run school programmes via the radio, TV and internet since students stopped going to classes in March.",education
"Teaching unions have expressed their frustration at the introduction of last-minute guidance on the reopening of secondary schools in England, which says schools in local lockdown areas should introduce a rota system to limit attendance and compulsory face masks in communal areas. The guidance, issued on Friday ahead of English schools reopening for the start of the new academic year next week, is intended to limit the amount of contact between staff and students in schools, and provide enough time at home for symptoms to become apparent. Initially, the new guidance had said that if a single case of coronavirus was confirmed, every pupil in the affected person’s year group or “bubble” might have to quarantine for two weeks. However, this passage was removed by the Department for Education shortly after publication on Friday night. The education secretary, Gavin Williamson, said the changes to school attendance were an “absolute last resort”, and only for a “worst-case scenario”. “We hope that we won’t have to implement the guidance set out today,” he said. However, the shadow education secretary, Kate Green, said the timing of the introduction of the new guidance was “unfair” to headteachers and school leaders. “School leaders have been asking all summer for information about what they should do in the event of local restrictions in their area,” she told Sky News. “And [it’s] really unfair, I think, to heads, that [the guidelines] are sent out late on a Friday night, at the start of a bank holiday, days before the first day of the new school term. “Heads are going to feel under a lot of pressure now, over this weekend, to start looking at these, thinking about how they will implement them in their schools, whether they will have to make any changes to arrangements they’ve already put in place.” Andy Burnham, the mayor of Greater Manchester, where some boroughs are still under local lockdown restrictions, said the guidance was “fairly clear, but it was very late”. “It came out at 7.30pm on the Friday before a bank holiday,” he told BBC Breakfast. “Why is the government doing this again, putting out guidance so late so that headteachers don’t have time to prepare?” Geoff Barton, the general secretary of the Association of School and College Leaders, told BBC Radio 4’s Today programme that school leaders felt a “weary, resigned sense of inevitability” at the timing of the new guidelines. Asked how teachers would feel about the situation, he said: “Here we are again, right at the last minute with something that we have been accused of expressing treachery in asking for – where’s the plan B in case of local lockdown – at last it has arrived.” Echoing this, Paul Whiteman, the leader of the NAHT union, said headteachers had been asking for a contingency plan for what would happen in the case of an outbreak for weeks. He described the timing of the guidance as “reprehensible”. “It was obvious weeks ago that lockdown advice was necessary,” he said. “The government’s decision to publish this at 9pm on the Friday of the bank holiday weekend before most schools are due to return is nothing short of reprehensible and demonstrates a complete lack of regard for the wellbeing of school leaders and their teams. “Keeping schools open has to be the priority, but you don’t need a crystal ball to see that there will almost inevitably be some disruption in some areas in the coming weeks,” he added, saying that “another late-night publication is fairly typical of what we’ve become used to”. Mary Bousted, the joint general secretary of the National Education Union, said the advice should have been available “months ago”. She said: “It is simply unacceptable that this guidance was altered immediately on what is a key issue for schools – what to do when pupils are found to have Covid. As it stands currently there is still no clarity on what should happen in a school where there is an outbreak. This does not build confidence in government’s competence to keep schools safe when it scores such an own goal.”  Patrick Roach, the general secretary of the NASUWT, the Teachers’ Union, was the latest union official to criticise the last minute announcement. “We have been saying for some time that schools need clarity on these important issues and that it is the responsibility of the government to provide that clarity,” he said. Roach also called on the government to provide extra funding for schools to employ surplus staff in the case that schools were affected by local lockdown measures, saying there needed to be greater recognition of the impact of local restrictions on teachers and staff. “The availability of staff where there is a local lockdown or outbreak may mean that schools have to limit provision if they cannot be staffed safely,” he said. “The government now needs to confirm that schools will have the additional resources they need to deliver an effective remote learning offer to all pupils as well as funding for additional staff that will be necessary to maintain continuity of provision in the event of local disruption.” Robert Halfon, the Conservative chairman of the Commons education select committee, acknowledged that the late-hour release of the guidance was “incredibly difficult” for teachers. While Halfon said he did not know why the government decided to release the information so close to the reopening of schools, he said it was “better that it’s there”. Asked about the removal of a paragraph shortly after the guidance was released, Halfon said: “Clearly these things shouldn’t happen and mistakes obviously have been made, and been rectified, but the important thing is that the guidance is right.”",education
"Next year’s GCSE and A-level exams should be sat later in the summer to give pupils valuable time to catch up, according to a proposal by Labour that is likely to be backed by influential Tory MPs and school leaders. Before the new academic year begins for most schools this week, the shadow education secretary, Kate Green, said the two sets of exams should be pushed back by at least a month and begin in June rather than May. “Pupils across the country who have missed out on vital teaching time will have a mountain to climb to prepare for May exams unless the government steps in,” Green said. “Ministers had warning after warning about problems with this year’s exam results, but allowed it to descend into a fiasco. This is too important for Boris Johnson to leave until the last minute. Pupils heading back to school need clarity and certainty about the year ahead.” Labour’s intervention highlights another sore spot between the Department for Education and Ofqual, the exam regulator for England. The education secretary, Gavin Williamson, has supported the idea of delaying 2021’s A-levels and GCSEs, telling parliament in July that he was consulting with Ofqual “about how we can move those exams back, giving children extra time in order to be able to learn and really flourish”. But in a consultation document issued several weeks later Ofqual made no commitment to delaying exams, merely saying it would “work with the DfE, exam boards, regulators in Wales and Northern Ireland, and groups representing schools, colleges and higher education to consider the best approach, and we will confirm our decisions as soon as possible”. Robert Halfon, the Conservative MP who chairs the Commons education committee, has also come out in favour of delaying exams. Halfon said Ofqual needs to make up its mind by October whether exams will go ahead or even be replaced again by assessments, to avoid a repeat of this year’s turmoil. Paul Whiteman, the general secretary of the National Association of Head Teachers, said Labour’s proposal was worthy of consideration. “A delay is not without its problems. A consequential delay to the publication of results will put pressure on higher education providers such as universities and colleges as well as employers. All this will need to be dealt with. “It is not just about timing. It is obvious that learning could be severely disrupted throughout the year and no one can say with certainty that we will be able to run exams in the normal way in 2021,” said Whiteman. A DfE spokesperson said: “We recognise that students due to take exams next summer will have experienced disruption to their education, which is why we prioritised bringing year 10 and year 12 pupils back to school last term. “Exams will go ahead next year, and we have been working closely with the sector, Ofqual and exam boards to consider our approach.” The call for delay came as schools hurry to prepare their buildings and timetables for the new year, as well as organising extra tutoring to help pupils catch up. Schools also have only a few days to decide if pupils are to be entered for the special exam series for October and November that has been organised for those unhappy with their assessments this summer. Some pupils taking BTec vocational qualifications reported that they had still not received their grades despite a promise by Pearson, the exam board, that they would all be delivered by the end of last week. Many teachers have been sceptical of efforts to restrict the spread of Covid-19 within their schools. Some 86% who responded to a poll hosted by the TES in July said they thought minimising contact between pupils would not be achievable when schools reopen.",education
"My mother, Wendy Sturgess, who has died aged 87, initially qualified and worked as a librarian but taught English as a foreign language for most of her career. Latterly, she was active in the University of the Third Age (U3A), teaching Italian to students and running a local poetry group in Knaphill, near Woking, Surrey. She was born in St Albans, Hertfordshire, to Winifred (nee Clarke) and Ormond Harris, and grew up there with her sister, Joan. Her father had been imprisoned as a conscientious objector during the first world war; this made it difficult for him to find employment on his release and he worked as a ledger clerk in a travel agency and then as a bookseller. Wendy’s early life was affected by the loss of her mother, a civil servant, who died two weeks after giving birth to her without ever leaving hospital; she and her sister were brought up by female relatives. She attended St Albans high school for girls and then worked in public libraries for a decade after studying librarianship at Brighton Technical College. In 1960 she travelled to Italy, where she met Silvio Ruis. They married in 1961, in Barnet, north London, before returning to live in Udine, north-east Italy, where Wendy taught English at various schools in the locality, before starting her own language school there. Having separated from Silvio, Wendy returned to the UK in 1970 with me and my brother, Peter, and settled in Barnet, where she continued to teach both privately and in colleges, and was a school librarian for a period at the Queens’ school in Bushey. Following my parents’ divorce, my mother married Peter Sturgess, a maths teacher, in 1978, but they separated in 1984 (and he died in 1989). Active in her local community, Wendy founded a thriving social group, “Barnet 30+”, before moving to Kingston, south-west London, in 1980. In 1984, she started her own successful teacher supply agency, providing tutors in all subjects, and worked full-time in the business. She retired from full-time work in 1993 and moved to Somerset, where she was active in her local Humanist group, took up various art projects and began collecting automaton toys, amassing a collection of kinetic art. She also spent more time on creative projects and produced her own decoupage pictures, some which she sold at local art fairs. Wendy left Somerset in 2007 and settled in Knaphill, where she became a stalwart of her local U3A group, holding regular Italian conversation classes and poetry readings at her home, whilst expanding her collection of automatons, to the delight of her grandchildren. In her later years, with reduced mobility, she found it harder to get around but managed to continue to teach regardless and was planning lessons as well as hosting sessions on Zoom. Her long letters (she wrote many) will not be forgotten by friends, while her students remember an innovative, charming and exceptional teacher. Wendy is survived by me and Peter, her grandchildren, Oliver, Zoe, Sam, Luca and Darcey, and her sister Joan.",education
"Starting university is, for most people, equal parts exciting and daunting. There are flatmates to meet, coursemates to bond with, new interests to explore and chaotic nights out to be had. But for students starting university next week, they have another emotion to add to the mix: uncertainty. Hannah Tytko is starting a nutrition and dietetics course at the University of Surrey next week, and is unsure what to expect. “I’m going to be living in a flat with essentially six strangers so they’ll be seven of us in total. Luckily there are Facebook group chats so you can start to get a grasp of who you’re going to be living with. But I suppose under the new guidelines you’re stuck with these people,” she says. Just days before the new term starts at most universities, the government has ushered in new rules aimed at preventing the spread of Covid-19. Among these is the “rule of six”, preventing groups of over six from socialising together. While educational institutions are exempt, the rules still apply to “private gatherings” among students. Tytko speculates that the rule could mean her flat of seven will be unable to socialise together. Published on the same day, last minute guidance from the Department for Education warns that university campuses may be subject to local lockdowns that could see students confined to their halls of residence in the event of coronavirus outbreaks, along with restrictions on face-to-face teaching and socialising – though they encourage “Covid-secure” mingling. The contradictory messages from government have left students feeling that there is a gulf between what they were promised in the summer and the reality this autumn, warns Larissa Kennedy, president of the National Union of Students. “Students are incredibly worried that the government hasn’t considered their needs during this pandemic,” she says. “[The guidance] has come incredibly late, particularly since lots of students have already started moving. We’ve been asking for months for clear guidance on how students form new households safely. I feel as though students have been lied to for months about what’s possible and what’s safe.” Many students are worried about the toll the restrictions could take on their mental health. “Halls for the most part are quite small, so they’re perfect to cater for a ‘drop in, drop out’ lifestyle,” says Tytko. “If you start to limit this, there’s potential for issues to arise.” Moni Serneabat Ungar, who is entering her third year of a film and TV studies degree at the University of Glasgow, agrees. “If this had happened [in my first year], it could have been quite dangerous because I was really unhappy in my flat, and staying with my grandparents for a weekend was very important to me,” she says.  Jasmin Ly, a third-year chemistry student at Nottingham University, is concerned that Covid-19 could still easily spread on campus, even with the new measures. “If each person attends tutorials in groups of six, or someone plays a sport or leads a society in person, then the network of people involved is huge,” she says. Meanwhile, universities are cancelling or shifting online their induction activities in response to the new guidance. While universities with large, leafy campuses such as Surrey are able to host some events outdoors, others are finding ways to socially distance events, for instance through silent discos and cinema trips. Others, such as the University of Sunderland, are trying to recreate the experience online, including through immersive digital campus replicas – some of which resemble life simulation video games such as The Sims. Freshers was typically an opportunity for new starters to sign up to university societies, but some will struggle because of the new rules. Lauren Shireff, who edits the Oxford Student, says the newspaper will not be printed because opening the building is considered a “low priority” for the university. And Mary Jones, secretary of the squash and racketball club for Leeds University, wonders how she will recruit new paying members without taster sessions this year. The new guidance will also affect how classes are delivered. While students were originally promised “blended” learning – combining online lectures with in-person seminars – some universities moving more in favour of online. An initial survey of 500 students by the Hype Collective marketing agency following the announcement suggested that 60% of students now think their degree will offer worse value than they had expected. This is a concern for Gurpal Sahota, who is about to start a politics course at Cardiff University. “I knew that social distancing and online learning was always going to be a part of university when I arrived in September. However, the recent increase in cases has made me question what I’m going to get for my money if we have to move to full online learning or, if like in the US we get sent home due to rises in cases,” he says. “My university has given us very little information as to any socialising and the restrictions that will be in place.” Universities are conscious of the need to honour their promises to students over the summer. The vice-chancellor of Birmingham City University, Philip Plowden, says he will achieve this by halving campus capacity to ensure face-to-face teaching can be socially distanced. “We gave them a pledge that the majority of their teaching this year would be delivered on campus and face-to-face, and the latest guidance from the government does not change this commitment,” he says. But at Surrey, Tytko says she’s seen a change in plans for how courses will be delivered. “Especially over the last few days there’s been a trend to move a lot more activities online, and that might be a worry,” she says. Martin Paul Eve, a professor at Birkbeck University who is leading on its shift to online learning, thinks that universities should have followed his institution’s example and planned for high quality online learning to ensure a consistent message for their students and protect the health of staff. “Most staff had a really uncertain summer, where there’s been pressure from institutional management to offer face to face teaching even while the medical advice has predicted a catastrophic wave of reinfection in the autumn,” he says. Despite the confusion, some students are relieved that their safety is now the priority. “The new government guidance makes me feel safer about going back to university,” says Stephi Bourliakas, who will study physics with astrophysics at Exeter University. “Living with family who are vulnerable and shielding during the holidays, I’m most worried about the spike in cases that will inevitably be caused by students from across the country returning to university. I hope this new rule will limit that.”",education
